0.169634 -0.247414 520.979180 -0.175504 0.631521 -0.384416
-0.090249 0.313972 280.430869 -0.141345 0.508234 -0.377108
-0.042036 -0.221399 548.699640 -0.123727 0.391861 -0.360883
-0.111901 -0.217677 527.941243 -0.143631 0.152021 -0.113132
-0.155612 -0.208013 532.493929 -0.141614 -0.014457 0.055835
-0.228666 -0.219645 495.177123 -0.165552 -0.262288 0.352260
-0.145295 -0.322972 512.077713 -0.212353 -0.321014 0.567708
-0.039914 -0.272700 505.609421 -0.204822 -0.105328 0.426804
0.100682 -0.321561 485.613169 -0.241806 0.061599 0.426950
0.229309 -0.299670 453.508842 -0.253103 0.201318 0.428412
0.187030 -0.280649 496.904379 -0.206570 0.379200 0.053351
0.046223 -0.264058 527.476739 -0.190298 0.248370 0.054081
-0.058696 -0.252700 543.874284 -0.169318 0.110177 0.051889
-0.203710 -0.222150 520.497409 -0.151969 -0.020563 0.047504
-0.250967 -0.188987 523.346702 -0.138924 -0.097427 0.052912
-0.172811 -0.247118 488.986265 -0.179942 -0.183629 0.318057
-0.051880 -0.278059 511.883159 -0.196619 -0.049477 0.317472
0.102523 -0.274483 508.241017 -0.195408 0.281235 0.050573
0.219776 -0.305735 502.272097 -0.232661 0.420326 0.039903
0.273809 -0.298670 497.847687 -0.233468 0.608265 -0.175107
0.077029 -0.346167 465.645417 -0.289414 -0.064382 0.619597
-0.098102 -0.313242 474.544608 -0.270720 -0.299912 0.715189
-0.037261 -0.379295 402.866778 -0.345763 -0.366001 0.941015
0.295322 -0.266098 455.006380 -0.265072 0.333854 0.326242
0.164260 -0.314236 500.065785 -0.232930 0.219636 0.216325
-0.010383 -0.312208 500.866128 -0.207781 0.020922 0.291308
-0.143102 -0.235002 496.068091 -0.170663 -0.002065 0.128626
-0.179184 -0.219121 528.133225 -0.136369 0.157050 -0.192062
-0.074270 -0.199993 537.459813 -0.129779 0.473484 -0.512457
0.024501 -0.225765 551.798216 -0.130048 0.563547 -0.512896
0.117948 -0.261423 550.629162 -0.163804 0.700663 -0.571654
-0.256869 -0.230208 508.820531 -0.165552 -0.184257 0.193231
-0.167088 -0.203181 508.096143 -0.151700 0.010057 0.028356
-0.055561 -0.250990 533.652525 -0.155197 0.143311 0.024994
0.091369 -0.276870 511.755510 -0.182229 0.301528 0.023971
0.257510 -0.315905 500.262651 -0.219750 0.428228 0.023533
-0.145213 -0.204496 553.021654 -0.123189 0.265431 -0.341589
-0.058075 -0.206620 532.724403 -0.124265 0.367707 -0.343197
0.035279 -0.244080 537.112433 -0.140941 0.469982 -0.343197
0.149977 -0.283146 530.257144 -0.177118 0.576927 -0.343197
0.237324 -0.286246 513.302797 -0.206570 0.678663 -0.343197
0.215973 -0.262181 521.631832 -0.189894 0.806350 -0.595772
0.083736 -0.250683 554.285537 -0.163938 0.687104 -0.595772
0.141088 -0.266351 544.104516 -0.180211 0.752474 -0.595479
-0.030764 -0.231881 580.070247 -0.139596 0.574502 -0.595187
0.044964 -0.242164 555.470718 -0.145917 0.644362 -0.594749
0.110111 -0.294368 512.874696 -0.186532 0.378302 -0.074398
0.265464 -0.278879 490.257870 -0.223247 0.552952 -0.074545
-0.045246 -0.273749 550.394741 -0.165687 0.095900 0.094423
0.001169 -0.257125 455.698637 -0.184515 0.057468 0.258567
0.118947 -0.293815 486.472724 -0.214640 0.188837 0.259006
0.251682 -0.294484 472.361861 -0.228626 0.301798 0.293647
-0.129428 -0.320086 507.572606 -0.237099 -0.316434 0.620912
-0.234008 -0.271156 534.917449 -0.200922 -0.315446 0.433235
-0.175833 -0.220614 502.376964 -0.166090 -0.097516 0.184315
-0.091777 -0.286818 516.810690 -0.192315 -0.063844 0.302417
-0.000707 -0.295139 514.206567 -0.192315 0.114936 0.183584
-0.126024 -0.292742 421.403049 -0.258482 -0.287072 0.689903
-0.209949 -0.303159 495.651460 -0.224188 -0.377135 0.603811
-0.295811 -0.263811 495.034378 -0.215850 -0.471509 0.602203
-0.141876 -0.312321 493.937518 -0.228357 -0.211196 0.509826
0.052822 -0.292933 512.613295 -0.206570 0.207334 0.148504
0.023964 -0.347552 477.645889 -0.270317 -0.120144 0.622812
-0.245228 -0.217957 520.102912 -0.161518 -0.161719 0.144850
-0.118459 -0.237723 522.044312 -0.159500 -0.007184 0.144704
-0.024720 -0.285472 525.779635 -0.177790 0.148340 0.076737
0.090728 -0.271390 515.689706 -0.171873 0.365282 -0.067382
0.189792 -0.278801 487.317799 -0.196753 0.364474 0.102462
0.232976 -0.291702 498.687294 -0.217060 0.520356 -0.093546
0.178172 -0.274941 509.296587 -0.199443 0.460733 -0.093985
0.113248 -0.274115 524.262034 -0.183573 0.381086 -0.093985
0.005734 -0.257703 536.667649 -0.167704 0.300810 -0.093985
-0.075529 -0.227074 534.825704 -0.144169 0.207514 -0.093985
-0.147403 -0.209708 562.427661 -0.128165 0.208322 -0.252136
-0.057282 -0.213731 554.194428 -0.128165 0.370041 -0.346851
0.036157 -0.199659 496.722815 -0.140538 0.511467 -0.394501
0.132668 -0.251636 541.082343 -0.167032 0.636730 -0.444052
0.219787 -0.266057 514.955269 -0.192449 0.742417 -0.450483
0.159431 -0.264942 532.382551 -0.180480 0.665284 -0.450337
0.103042 -0.250671 543.121437 -0.166090 0.554388 -0.367022
0.051656 -0.276010 537.606090 -0.187070 0.186323 0.094423
0.054211 -0.275405 537.650154 -0.166225 0.292100 -0.028795
0.159469 -0.276225 528.555474 -0.184649 0.452293 -0.147627
0.189620 -0.274289 525.059724 -0.191643 0.616077 -0.337935
-0.003670 -0.258165 572.427873 -0.145379 0.399943 -0.336620
0.029276 -0.267938 524.993671 -0.174832 0.213171 0.061536
0.192136 -0.279022 470.904259 -0.218405 0.236428 0.311333
0.278881 -0.281367 471.096221 -0.229971 0.465133 0.082291
0.149371 -0.308806 489.724168 -0.222305 0.351903 0.082438
0.051133 -0.287275 516.507261 -0.191777 0.227718 0.082730
-0.058189 -0.281624 507.261740 -0.186936 -0.019665 0.295547
-0.244972 -0.238839 487.012592 -0.190567 -0.286623 0.400640
-0.197261 -0.219986 494.619324 -0.161249 -0.096798 0.159467
-0.255183 -0.225777 531.307372 -0.154121 -0.095182 0.083753
-0.151772 -0.281666 462.037073 -0.201998 -0.167735 0.399033
-0.052569 -0.282561 513.291334 -0.195812 -0.016253 0.299348
-0.052010 -0.312044 459.236259 -0.245840 -0.189555 0.574139
-0.164427 -0.260295 506.272925 -0.181287 -0.229154 0.431628
-0.170546 -0.330767 483.765044 -0.243285 -0.383690 0.660669
-0.098088 -0.318052 464.068854 -0.258751 -0.303953 0.750123
0.110160 -0.291896 427.970669 -0.239251 -0.051003 0.642837
-0.048253 -0.281689 506.204475 -0.208588 -0.055852 0.413795
0.181960 -0.294526 477.444242 -0.208857 0.291651 0.141196
-0.017904 -0.294411 528.417405 -0.202132 -0.001706 0.331650
-0.117917 -0.268571 526.451776 -0.183439 -0.093296 0.287070
-0.222530 -0.214916 510.342046 -0.165687 -0.186682 0.264852
0.158824 -0.320004 506.768066 -0.220288 0.318140 0.096323
-0.025346 -0.262624 531.650379 -0.175639 0.113500 0.088284
