-0.202092 -0.210588 549.805273 -0.161518 -0.012930 -0.009355
-0.116422 -0.318657 527.711357 -0.217329 -0.189286 0.438936
-0.049380 -0.269964 544.774832 -0.172814 0.116732 0.055982
0.030109 -0.263357 541.612108 -0.159635 0.444750 -0.324342
-0.082498 -0.225002 554.978012 -0.137310 0.368874 -0.374184
0.045428 -0.237524 521.358993 -0.156945 0.670761 -0.628805
0.261421 -0.297285 510.564060 -0.218002 0.739723 -0.412918
0.157233 -0.276608 522.901696 -0.183708 0.627571 -0.422858
0.334342 -0.286078 505.608180 -0.248530 0.843705 -0.461445
0.410143 -0.299875 508.634425 -0.270989 0.978665 -0.588464
0.446049 -0.306409 504.389582 -0.305418 1.063521 -0.618281
0.359666 -0.322986 451.768068 -0.315235 0.491622 0.163413
0.163139 -0.287821 452.281005 -0.270989 0.070668 0.548560
0.027751 -0.352414 433.845193 -0.314025 -0.217571 0.773509
-0.132707 -0.303237 502.418206 -0.228357 -0.193686 0.488194
-0.229344 -0.348797 464.233938 -0.289683 -0.543344 0.852731
-0.069347 -0.393163 454.812020 -0.341460 -0.394914 0.926983
0.014318 -0.376635 438.518081 -0.351008 -0.243791 0.868225
-0.158602 -0.307618 512.884921 -0.220960 -0.236158 0.482786
0.032133 -0.282613 515.506698 -0.213295 0.124814 0.219541
0.191906 -0.295681 501.593150 -0.237502 0.420595 0.025579
0.032987 -0.248644 536.156395 -0.176849 0.319218 -0.103485
0.091176 -0.335978 485.943660 -0.238175 0.084137 0.332966
-0.034894 -0.299483 506.322543 -0.222709 -0.047232 0.385001
-0.129332 -0.243330 502.051251 -0.172949 -0.048130 0.161806
-0.055446 -0.287567 527.238045 -0.194198 0.037534 0.210771
-0.145444 -0.329353 490.064773 -0.246378 -0.320475 0.609658
-0.216158 -0.361889 454.342667 -0.305014 -0.546397 0.895412
-0.078918 -0.396036 452.068049 -0.336887 -0.393837 0.919821
0.019830 -0.327503 455.113466 -0.274486 -0.105508 0.582909
0.139892 -0.261178 386.818085 -0.253910 0.082251 0.544906
0.175488 -0.268304 432.558395 -0.240595 0.369143 0.090769
0.217397 -0.298288 512.311244 -0.210605 0.615718 -0.283415
0.287454 -0.307239 517.214433 -0.232257 0.780849 -0.425050
0.169925 -0.319807 482.267121 -0.258079 0.284019 0.241027
0.112759 -0.303386 504.904355 -0.206839 0.336638 0.009501
0.046390 -0.311839 503.428028 -0.218674 0.140258 0.229334
-0.046628 -0.275000 524.815007 -0.186129 0.087549 0.141342
0.060119 -0.263582 540.971549 -0.172546 0.427150 -0.226265
-0.054459 -0.236927 555.911086 -0.151162 0.315806 -0.226557
0.160365 -0.291600 543.647422 -0.198232 0.521075 -0.225826
-0.017702 -0.302315 502.147953 -0.216119 0.035199 0.289993
-0.138345 -0.259148 527.156178 -0.199039 -0.068064 0.291308
-0.226705 -0.213118 534.208762 -0.146859 -0.007453 -0.020463
-0.115198 -0.173801 542.111222 -0.084188 0.467378 -0.573701
-0.024169 -0.202120 532.528890 -0.118886 0.592551 -0.642837
0.055961 -0.228662 558.363405 -0.118886 0.675251 -0.642983
0.135985 -0.272725 544.874792 -0.169990 0.760017 -0.643276
0.225955 -0.252751 525.772388 -0.170125 0.839125 -0.643130
0.274262 -0.250437 524.471578 -0.172546 0.901263 -0.642253
0.399592 -0.248086 499.212798 -0.201191 0.835983 -0.383978
0.268530 -0.219829 506.763477 -0.176715 0.730834 -0.384270
