198 107 0.000464 -0.000277 0.000592 225 325 0.000156 0.001681 0.000234 
69 87 0.001163 -0.000179 0.004173 237 322 0.000156 0.001681 0.000234 
59 102 0.001433 -0.000599 0.002271 260 315 0.000156 0.001681 0.000234 
126 124 0.002182 -0.000932 0.003481 251 318 0.000156 0.001681 0.000234 
109 78 0.001350 -0.000552 0.000614 243 320 0.000156 0.001681 0.000234 
26 95 0.004689 -0.001406 0.002214 275 311 0.000156 0.001681 0.000234 
93 29 0.260552 -0.362825 0.533279 243 320 0.000156 0.001681 0.000234 
98 14 0.002068 -0.001944 0.007406 241 321 0.000156 0.001681 0.000234 
34 105 0.002391 -0.001279 0.005342 267 313 0.000156 0.001681 0.000234 
123 123 0.001512 -0.000577 0.002663 251 318 0.000156 0.001681 0.000234 
130 128 0.002169 -0.000423 0.003152 241 321 0.000156 0.001681 0.000234 
137 52 0.001835 -0.001368 0.004244 247 319 0.000156 0.001681 0.000234 
102 53 0.001148 -0.000203 0.001177 232 323 0.000156 0.001681 0.000234 
130 93 0.001801 -0.000704 0.001178 236 322 0.000156 0.001681 0.000234 
32 75 0.014962 -0.006098 0.014481 267 313 0.000156 0.001681 0.000234 
85 40 0.002023 -0.000591 0.006659 242 320 0.001969 -0.002437 0.005540 
59 49 0.003014 -0.002560 0.003801 261 315 0.003034 -0.002128 0.005402 
127 117 0.002061 -0.000981 0.002155 250 318 0.003369 0.000604 0.001000 
124 112 0.002049 -0.000376 0.001307 234 323 0.007048 0.001740 0.004223 
66 47 0.000999 -0.000551 0.004618 70 46 0.002532 -0.002489 0.005947 
147 71 0.000764 -0.000404 0.000507 129 72 0.000829 -0.001342 0.002864 
150 115 0.000837 -0.000490 0.001445 143 114 0.002332 0.000968 0.000419 
44 98 0.002953 -0.001362 0.005745 25 102 0.002869 -0.000514 0.001923 
175 57 0.001068 -0.000310 0.001484 156 106 0.005178 -0.005394 0.017796 
191 122 0.000279 -0.000052 0.008071 191 128 0.005455 0.000567 0.003484 
176 104 0.001580 -0.000784 0.002326 168 113 0.000338 -0.002695 0.004546 
238 104 0.005057 0.001192 0.003695 265 109 0.000416 -0.001740 0.003078 
136 124 0.002380 -0.000695 0.005555 152 123 0.002210 -0.003913 0.010944 
128 120 0.003175 0.000043 0.004389 144 119 0.001659 -0.002249 0.007382 
188 96 0.002169 -0.002053 0.002327 252 76 0.001674 -0.001832 0.003537 
128 122 0.000687 0.000058 0.001067 144 120 0.000507 -0.002861 0.009254 
200 109 0.001145 -0.000392 0.002772 197 123 0.002857 -0.000428 0.001918 
140 125 0.005907 -0.000428 0.006628 185 135 0.000338 -0.001624 0.004236 
216 84 0.001026 0.000457 0.004298 185 90 0.002735 -0.003599 0.009592 
127 200 0.000584 -0.000321 0.001287 71 229 0.000615 -0.000214 0.000419 
217 133 0.001911 -0.000619 0.002027 258 142 0.001152 -0.000018 0.000772 
220 93 0.001445 -0.000307 0.001119 203 118 0.003119 -0.002259 0.006741 
185 122 0.001229 0.000099 0.002501 182 127 0.000338 -0.001591 0.002477 
102 184 0.002134 0.000384 0.005858 129 189 0.001860 -0.000537 0.004292 
213 121 0.000643 -0.000147 0.000604 333 135 0.002863 -0.002485 0.007831 
186 96 0.000755 -0.000448 0.000877 204 123 0.004369 -0.002873 0.009286 
126 73 0.000795 -0.000224 0.000793 228 97 0.010647 -0.003940 0.018831 
170 166 0.001822 0.000387 0.003918 189 170 0.002424 0.000289 0.002568 
122 172 0.001972 -0.000301 0.002464 128 176 0.003100 -0.000329 0.001561 
146 167 0.001252 -0.000423 0.003060 153 178 0.002162 -0.000756 0.002931 
225 143 0.002849 -0.000475 0.002187 220 168 0.000548 -0.000612 0.000754 
199 171 0.001356 -0.000477 0.002046 214 183 0.004658 0.000663 0.002946 
139 91 0.000936 -0.000269 0.000911 158 96 0.006435 -0.003976 0.014193 
202 122 0.000957 0.000057 0.001200 275 143 0.001722 -0.002213 0.005309 
186 168 0.001174 0.000060 0.003168 200 172 0.003133 0.000538 0.002797 
187 197 0.001750 -0.000574 0.003854 186 196 0.011053 0.002562 0.009236 
115 85 0.001335 -0.000130 0.001051 164 93 0.008047 -0.004056 0.016254 
170 176 0.001438 -0.000655 0.003879 175 183 0.003540 0.000252 0.003975 
103 102 0.001679 -0.000269 0.001196 184 113 0.007923 -0.002693 0.012456 
158 181 0.001098 -0.000389 0.005522 146 192 0.004087 0.000060 0.003580 
113 203 0.001218 -0.000716 0.003439 114 212 0.004056 0.000532 0.002386 
203 183 0.001267 -0.000210 0.000876 223 210 0.000338 0.000087 0.000419 
58 195 0.036082 0.000303 0.002883 55 223 0.002537 -0.000296 0.000560 
11 104 0.024828 -0.010065 0.012921 -53 153 0.007713 -0.005792 0.021680 
67 177 0.001102 -0.000572 0.002777 83 182 0.001011 -0.001586 0.002836 
163 135 0.000380 0.000017 0.001247 176 161 0.002417 -0.000650 0.003056 
144 224 0.004381 -0.001179 0.003936 133 237 0.008162 0.002147 0.004528 
194 209 0.002101 -0.000249 0.001462 204 237 0.000338 0.001156 0.000419 
95 203 0.004479 0.000127 0.002336 77 211 0.002313 0.000187 0.002628 
194 185 0.000523 -0.000234 0.000982 142 217 0.000536 0.000310 0.000419 
187 200 0.000740 -0.000217 0.001115 149 219 0.000338 0.000361 0.000419 
183 200 0.002907 -0.001529 0.003219 139 236 0.004538 0.001354 0.001860 
24 96 0.005357 -0.001538 0.001684 166 126 0.015055 -0.003928 0.024061 
103 133 0.000576 -0.000369 0.001476 111 164 0.003841 -0.002661 0.008167 
42 121 0.002301 -0.000200 0.000815 142 148 0.000279 0.014889 0.000419 
177 187 0.000442 -0.000183 0.000943 138 212 0.001792 -0.002651 0.003870 
52 147 0.001047 -0.000457 0.001642 57 159 0.011221 -0.014428 0.022850 
157 182 0.000891 -0.000777 0.002426 165 201 0.008162 -0.006663 0.012876 
172 203 0.000690 -0.000231 0.001718 160 215 0.005502 -0.000999 0.005582 
118 174 0.000880 -0.000423 0.001697 104 193 0.010979 -0.013082 0.020980 
71 174 0.000715 -0.000316 0.002530 76 191 0.000279 0.003986 0.000419 
149 206 0.000917 -0.000697 0.003330 155 223 0.011285 -0.012904 0.021278 
61 185 0.002736 0.000814 0.003332 52 211 0.000279 0.005782 0.000419 
200 207 0.003658 0.000501 0.002407 185 211 0.002800 0.004292 0.000419 
182 204 0.001339 -0.000138 0.001804 192 215 0.006551 -0.005055 0.010240 
91 191 0.001174 -0.001017 0.007196 96 192 0.001706 -0.000036 0.003940 
71 185 0.003182 0.000805 0.003771 69 181 0.001243 0.003231 0.000419 
213 157 0.000927 -0.000371 0.000638 221 163 0.001768 -0.001636 0.002669 
106 89 0.000747 -0.000201 0.000994 98 86 0.000279 0.009899 0.000419 
91 77 0.000816 -0.000313 0.001017 86 79 0.000279 0.013568 0.000419 
146 193 0.003889 0.003582 0.026005 145 198 0.007445 -0.005603 0.012827 
135 113 0.001476 -0.000386 0.001512 130 103 0.017693 -0.025257 0.039242 
116 140 0.001953 -0.001177 0.003783 109 157 0.010165 -0.013659 0.022248 
89 98 0.001310 -0.000551 0.002125 75 101 0.000279 0.005920 0.000419 
175 134 0.000608 -0.000112 0.001149 182 147 0.008839 -0.011182 0.017283 
66 182 0.001984 0.000047 0.004013 69 181 0.001460 0.002630 0.000419 
170 195 0.001356 0.000105 0.003148 167 197 0.007811 -0.005581 0.012871 
183 200 0.001849 -0.001598 0.003857 174 221 0.004134 0.003333 0.000966 
166 185 0.001288 -0.000442 0.002203 161 194 0.003511 0.000355 0.002445 
170 154 0.001998 -0.000242 0.003739 194 166 0.012581 -0.015642 0.024853 
145 152 0.001174 0.000006 0.002084 145 166 0.006693 -0.007006 0.011811 
76 164 0.001853 -0.000456 0.002081 77 164 0.000279 0.006394 0.000419 
141 164 0.001579 -0.000431 0.004179 146 176 0.008326 -0.010014 0.017363 
109 142 0.002040 -0.000295 0.006461 95 161 0.007721 -0.010428 0.017755 
134 172 0.001098 -0.000141 0.002873 129 179 0.002322 0.000143 0.001519 
51 84 0.001436 -0.000956 0.002298 56 80 0.006961 -0.001114 0.009548 
115 198 0.063927 -0.013533 0.023060 106 198 0.003876 0.001145 0.003121 
74 73 0.001097 -0.000490 0.001739 82 74 0.016045 -0.016676 0.031062 
138 147 0.002761 -0.000710 0.001759 144 162 0.000279 -0.000250 0.000419 
136 188 0.001523 -0.000216 0.002861 130 192 0.003125 0.000869 0.001894 
151 124 0.001278 0.000030 0.004689 173 132 0.001668 -0.000519 0.001307 
205 63 0.001053 0.000193 0.001546 209 58 0.003523 -0.003475 0.006461 
157 162 0.001189 -0.000269 0.002395 162 165 0.004890 -0.002615 0.006514 
128 122 0.002787 0.000282 0.003230 132 124 0.008398 -0.010662 0.018100 
108 32 0.000926 -0.000618 0.002625 128 36 0.016846 -0.019150 0.035606 
146 99 0.001255 -0.000654 0.001408 157 91 0.011339 -0.014285 0.022998 
203 86 0.000747 -0.000438 0.000724 221 91 0.018332 -0.025297 0.038758 
220 168 0.007286 0.001321 0.006960 246 187 0.004571 -0.002455 0.006152 
144 140 0.001723 0.000359 0.003141 164 149 0.008160 -0.008913 0.015933 
113 62 0.001044 -0.000490 0.001784 114 69 0.001042 0.004089 0.000419 
223 152 0.001753 0.000279 0.003572 240 166 0.008411 -0.006375 0.013171 
100 56 0.003172 -0.000435 0.001745 85 69 0.000279 0.014876 0.000419 
76 40 0.001901 -0.001458 0.004027 114 36 0.005518 -0.000031 0.009746 
175 153 0.001245 -0.000265 0.001783 174 157 0.006669 -0.004994 0.010628 
101 94 0.001921 -0.000439 0.002177 103 101 0.001074 0.002666 0.000419 
125 134 0.002746 -0.000948 0.005984 120 145 0.001643 0.002013 0.000419 
223 166 0.001994 0.000114 0.004094 242 181 0.003688 -0.001185 0.004104 
126 90 0.001457 -0.000092 0.001400 114 90 0.006019 -0.008275 0.014747 
215 173 0.001393 -0.000748 0.003700 229 180 0.004512 0.002052 0.003348 
166 169 0.001039 -0.000228 0.003123 178 172 0.008262 -0.008679 0.014944 
133 116 0.002121 -0.000636 0.001932 144 111 0.012622 -0.017386 0.027708 
203 187 0.001136 -0.000372 0.003101 198 193 0.007571 -0.002452 0.009314 
139 162 0.002636 0.000228 0.007390 135 164 0.004727 -0.000092 0.005349 
116 73 0.001372 -0.000420 0.001441 119 78 0.011396 -0.012959 0.023060 
155 131 0.001101 -0.000004 0.001918 170 139 0.003346 -0.001591 0.003840 
139 153 0.001410 0.000163 0.003903 149 158 0.014393 -0.008921 0.016683 
205 96 0.001530 0.000307 0.001314 219 105 0.011946 -0.016426 0.025017 
216 109 0.000803 -0.000340 0.000676 236 112 0.007251 -0.010067 0.014451 
134 71 0.000996 -0.000334 0.000825 138 74 0.000279 0.003074 0.000419 
213 149 0.003894 0.000522 0.010425 234 160 0.004258 -0.004154 0.008991 
174 153 0.001223 -0.000278 0.002432 187 159 0.005471 -0.003982 0.010729 
130 124 0.002388 -0.000537 0.002656 134 128 0.004610 -0.004640 0.009354 
95 31 0.000919 -0.000694 0.002185 106 42 0.006882 -0.004544 0.010029 
135 128 0.001639 -0.000433 0.002262 150 129 0.002742 -0.000250 0.002010 
205 159 0.001203 -0.000417 0.001272 224 169 0.006458 -0.003780 0.008041 
85 113 0.001096 0.000131 0.004387 90 117 0.000279 0.004312 0.000419 
198 69 0.001524 -0.000442 0.001063 185 89 0.012912 -0.017214 0.026690 
192 181 0.001135 0.000301 0.004053 185 187 0.015426 -0.006024 0.014077 
214 184 0.001998 -0.000169 0.002978 224 197 0.006859 0.002629 0.001448 
130 128 0.002282 -0.000190 0.003640 140 129 0.004594 -0.003942 0.008298 
116 41 0.001498 -0.000761 0.004415 127 27 0.000279 0.006610 0.000419 
211 84 0.001033 0.000029 0.001408 229 83 0.013663 -0.016214 0.025020 
169 117 0.001112 -0.000323 0.003320 169 116 0.000279 0.000763 0.001380 
92 34 0.001058 -0.000889 0.002374 119 50 0.013851 -0.014345 0.025400 
114 99 0.001467 -0.000382 0.001683 124 92 0.000279 0.004346 0.000419 
207 135 0.000978 -0.000027 0.001411 221 134 0.000936 -0.000485 0.001241 
163 128 0.000888 -0.000363 0.003605 172 128 0.001846 -0.001538 0.005725 
143 150 0.001611 0.000376 0.003927 149 154 0.003455 -0.000923 0.006682 
218 177 0.001513 -0.000035 0.005316 224 185 0.005042 0.001353 0.004500 
77 77 0.001191 -0.000740 0.002794 89 83 0.003245 -0.002251 0.007100 
134 111 0.002375 -0.000764 0.003322 134 102 0.009379 -0.012679 0.021802 
118 37 0.000980 -0.000360 0.001645 137 49 0.019241 -0.021663 0.036008 
130 135 0.002760 -0.000760 0.002809 130 139 0.003856 -0.000052 0.002452 
161 144 0.001149 -0.000245 0.004177 172 148 0.006149 -0.004783 0.010690 
161 171 0.001491 0.000260 0.006864 169 171 0.006347 -0.001262 0.008104 
142 89 0.001099 -0.000499 0.001133 150 87 0.003385 -0.003414 0.006215 
137 100 0.001508 -0.000624 0.001580 141 94 0.008993 -0.011816 0.019686 
156 152 0.001173 -0.000294 0.002453 158 153 0.005650 -0.001808 0.005740 
74 120 0.001549 -0.000058 0.004320 75 126 0.000279 0.002518 0.000579 
184 147 0.001887 -0.000273 0.004236 191 153 0.004272 -0.001774 0.005167 
31 131 0.004731 0.000191 0.002756 -10 137 0.005130 -0.006741 0.013863 
87 170 0.001112 -0.000504 0.001762 83 173 0.008918 -0.003895 0.008870 
194 185 0.000838 -0.000451 0.000814 178 168 0.000279 0.006923 0.000419 
128 152 0.001477 -0.000627 0.001715 122 161 0.004645 -0.002902 0.008503 
107 128 0.001114 -0.000530 0.003161 78 139 0.002631 -0.001959 0.003955 
72 111 0.001216 -0.000434 0.001950 62 120 0.008794 -0.012149 0.019669 
76 127 0.001144 -0.000833 0.002279 65 128 0.003049 -0.003275 0.005742 
125 123 0.002107 -0.000444 0.003140 115 116 0.006878 -0.008816 0.014886 
74 78 0.001521 -0.000437 0.001434 55 81 0.017290 -0.021189 0.033343 
148 160 0.000956 -0.000434 0.001602 140 168 0.002972 0.000422 0.003972 
146 179 0.001098 -0.000580 0.002472 125 184 0.003953 0.003825 0.000419 
60 77 0.001376 -0.000279 0.002880 65 69 0.009533 -0.005350 0.010753 
144 44 0.000686 -0.000185 0.000799 135 36 0.005431 -0.006276 0.011553 
123 54 0.000624 -0.000040 0.001259 128 47 0.000835 0.002164 0.000419 
28 73 0.038273 -0.015816 0.014652 4 59 0.002946 0.000258 0.003139 
99 25 0.013778 -0.010549 0.016833 78 15 0.008309 -0.010233 0.017727 
48 136 0.001749 -0.001314 0.004262 38 134 0.004644 0.000237 0.003405 
129 85 0.000797 -0.000489 0.000708 114 76 0.006968 -0.009810 0.015234 
163 118 0.000365 -0.000209 0.000646 177 104 0.000337 -0.000555 0.000583 
67 110 0.001355 -0.000391 0.001554 57 111 0.004648 -0.003711 0.008963 
126 124 0.001969 -0.000352 0.001546 114 113 0.002776 -0.001010 0.004724 
64 48 0.003067 -0.003098 0.004171 48 43 0.000279 0.005647 0.000419 
39 73 0.004121 -0.002685 0.003639 12 71 0.009324 -0.011333 0.019539 
110 125 0.001278 -0.000588 0.002389 91 125 0.003592 -0.000354 0.005045 
100 56 0.001511 -0.000980 0.002368 73 52 0.012168 -0.016370 0.025434 
122 129 0.001292 -0.000470 0.001943 109 129 0.004142 0.000868 0.002155 
28 146 0.004346 -0.002078 0.004090 23 128 0.010806 -0.007064 0.0131499
140 96 0.000349 -0.000153 0.000367 115 95 0.003254 -0.005322 0.007640 
19 138 0.003733 -0.001430 0.002943 -2 135 0.003449 -0.001308 0.005472 
53 52 0.004285 -0.003846 0.005030 17 57 0.012145 -0.016159 0.025263 
109 148 0.001432 -0.001046 0.002494 79 157 0.004692 0.002708 0.002550 
122 93 0.000515 -0.000071 0.000485 105 91 0.006110 -0.008804 0.013422 
42 115 0.040851 -0.025826 0.021937 1 128 0.003117 -0.001363 0.004991 
98 127 0.000940 -0.000553 0.002856 72 129 0.003715 -0.001550 0.006286 
58 107 0.001304 -0.000670 0.002786 46 107 0.006562 -0.007117 0.013650 
61 113 0.000869 -0.000374 0.002139 55 110 0.006202 -0.006694 0.012937 
60 67 0.001232 -0.000947 0.001642 36 71 0.000279 0.000786 0.000419 
127 128 0.000984 -0.000337 0.001501 104 127 0.001606 0.000524 0.001542 
14 122 0.079387 -0.039703 0.030554 -15 114 0.006430 -0.006864 0.013651 
72 78 0.000719 -0.000096 0.000775 52 88 0.000731 -0.000795 0.001587 
52 96 0.001137 -0.000692 0.001738 32 98 0.002410 -0.002442 0.004920 
33 128 0.002268 -0.000423 0.002287 22 128 0.004920 -0.003527 0.009698 
194 128 0.000395 -0.000091 0.000489 180 120 0.000279 0.000323 0.000419 
110 97 0.000894 -0.000388 0.001135 79 100 0.000279 0.000893 0.000419 
29 137 0.018632 0.001681 0.009740 -5 145 0.004396 -0.002155 0.008200 
72 42 0.001873 0.000486 0.001407 57 46 0.002472 -0.001547 0.002167 
61 131 0.001219 -0.000519 0.001226 48 125 0.001656 0.001582 0.000419 
27 102 0.004576 -0.001752 0.002459 -11 107 0.001633 0.000064 0.001530 
76 146 0.001241 -0.000675 0.004109 69 146 0.003175 0.002121 0.003190 
50 58 0.015254 -0.005137 0.073158 -4 55 0.005942 -0.006097 0.010366 
139 103 0.000873 -0.000228 0.000966 115 97 0.003501 -0.004455 0.007499 
121 85 0.000451 -0.000127 0.000531 87 80 0.000279 -0.001052 0.001044 
31 122 0.002914 -0.001422 0.002247 10 123 0.002153 -0.000051 0.002416 
12 98 0.061948 -0.022421 0.057713 -28 92 0.007522 -0.008552 0.015615 
63 130 0.000970 -0.000479 0.002031 46 131 0.002328 0.001368 0.000441 
107 148 0.001331 -0.000596 0.001366 76 151 0.005414 0.001017 0.003266 
48 140 0.002580 -0.000734 0.002192 20 147 0.003366 0.000808 0.002825 
150 112 0.000473 -0.000346 0.000547 125 105 0.002598 -0.003895 0.006054 
171 136 0.000303 -0.000072 0.000581 162 129 0.002372 0.000157 0.001597 
71 103 0.000574 -0.000166 0.000991 62 107 0.000880 -0.000033 0.001162 
123 140 0.001707 -0.000727 0.001445 97 146 0.003895 0.001917 0.001925 
105 84 0.000546 -0.000046 0.000956 84 89 0.007310 -0.009980 0.015802 
